CaseNbr	Category	latitude	longitude	time
1502671	DISORDERLY CONDUCT	34.025683	-118.281655	736154.572917
1502698	BURGLARY	34.027339	-118.273240	736157.062500
1502709	VANDALISM	34.032937	-118.290727	736155.916667
1502712	THEFT-GRAND	34.013504	-118.260584	736151.451389
1502747	THEFT-GRAND	34.023991	-118.286299	736159.750000
1502806	VANDALISM	34.028379	-118.288222	736166.777778
1502807	FRAUD	34.027339	-118.273240	736163.500000
1502833	VANDALISM	34.027432	-118.287786	736170.109028
1502835	VANDALISM	34.025646	-118.296234	736169.854167
1502866	VANDALISM	34.061416	-118.204854	736168.333333
1502902	THEFT-GRAND	34.023890	-118.288746	736175.645833
1502919	VANDALISM	34.025310	-118.279930	736177.968750
1502945	VANDALISM	34.021935	-118.280085	736180.250000
1502981	THEFT-GRAND	34.027339	-118.273240	736177.937500
1503005	VANDALISM	34.022083	-118.281584	736187.708333
1503026	DISORDERLY CONDUCT	34.028440	-118.280744	736189.140972
1503027	BURGLARY	34.022140	-118.293392	736189.041667
1503035	FRAUD	0.000000	-0.000000	736175.625000
1503060	THEFT-GRAND	34.027540	-118.280960	736191.395833
1503061	VANDALISM	34.018303	-118.283409	736193.119444
1503071	THEFT-GRAND	34.027339	-118.273240	736193.041667
1503089	DISORDERLY CONDUCT	34.019742	-118.277213	736195.075000
1503090	VANDALISM	34.028263	-118.296065	736194.791667
1503109	DISORDERLY CONDUCT	34.025646	-118.296234	736196.267361
1503119	VANDALISM	34.021735	-118.291744	736196.375000
1503130	VANDALISM	34.022083	-118.281584	736197.000694
1503160	THEFT-GRAND	34.025646	-118.296234	736198.708333
1503191	VANDALISM	34.020289	-118.290330	736199.583333
1503215	DISORDERLY CONDUCT	34.022067	-118.288781	736200.937500
1503218	BURGLARY	34.029842	-118.294298	736192.333333
1503244	THEFT-GRAND	34.032928	-118.276850	736201.666667
1503273	THEFT-GRAND	34.023145	-118.287805	736203.885417
1503289	FRAUD	34.027339	-118.273240	736204.781250
1503316	FRAUD	34.019983	-118.282509	736205.416667
1503329	THEFT-GRAND	34.023890	-118.288746	736207.638889
1503336	THEFT-GRAND	34.023991	-118.286299	736189.509722
1503350	THEFT-GRAND	34.023991	-118.286299	736177.708333
1503374	THEFT-GRAND	34.021475	-118.282179	736209.447917
1503387	DISORDERLY CONDUCT	34.021963	-118.292380	736210.111806
1503452	BURGLARY	34.033762	-118.279588	736213.093750
1503463	THEFT-GRAND	34.026920	-118.276101	736212.375000
1503464	THEFT-GRAND	34.029290	-118.281490	736213.952778
1503478	DISORDERLY CONDUCT	34.023173	-118.292738	736214.958333
1503500	BURGLARY	34.023552	-118.299686	736216.024306
1503510	THEFT-GRAND	34.021364	-118.286433	736216.156250
1503597	THEFT-GRAND	34.028540	-118.283210	736220.270833
1503598	THEFT-GRAND	34.023890	-118.288746	736220.510417
1503599	THEFT-GRAND	34.031454	-118.282056	736220.375000
1503605	THEFT-GRAND	34.028540	-118.282420	736219.666667
1503608	DISORDERLY CONDUCT	34.021963	-118.292380	736221.097222
1503626	THEFT-GRAND	34.018723	-118.285236	736221.833333
1503641	THEFT-GRAND	34.022181	-118.284466	736221.822917
1602611	TRESPASS	34.028537	-118.285066	736536.688194
1602651	TRESPASS	34.022181	-118.284466	736540.496528
1602668	PROPERTY	34.026810	-118.279230	736542.200000
1000908	PROPERTY	34.020194	-118.285760	734212.500000
1001186	PROPERTY	34.025646	-118.296234	734237.038194
1001217	PROPERTY	34.020289	-118.290330	734239.493056
1001241	ALCOHOL	34.032928	-118.276850	734241.056250
1001271	ALCOHOL	34.028540	-118.283210	734244.041667
1001281	PROPERTY	34.019274	-118.290295	734244.520833
1001283	ALCOHOL	34.019920	-118.280504	734244.732639
1001390	ALCOHOL	34.020194	-118.285760	734251.750000
1001456	PROPERTY	34.026340	-118.280870	734256.940972
1001588	PROPERTY	34.021103	-118.281659	734265.888889
1001672	PROPERTY	34.029017	-118.283938	734272.979167
1001730	ALCOHOL	34.031849	-118.288965	734280.125000
1001737	PROPERTY	34.020289	-118.290330	734281.315972
1001766	PROPERTY	34.027360	-118.287880	734284.936806
1001822	ALCOHOL	34.028252	-118.282196	734293.965278
1001863	ALCOHOL	34.084909	-118.220808	734301.055556
1001963	ALCOHOL	34.027418	-118.288220	734314.072917
1002010	PROPERTY	34.022765	-118.287898	734320.062500
1002245	PROPERTY	34.028252	-118.282196	734352.208333
1002275	ALCOHOL	34.028790	-118.283423	734358.096528
1002371	ALCOHOL	34.025683	-118.281655	734369.074306
1002396	ALCOHOL	34.024333	-118.283966	734369.806944
1002440	ALCOHOL	34.027420	-118.291532	734372.944444
1002570	ALCOHOL	34.028135	-118.280852	734380.958333
1002629	ALCOHOL	34.024037	-118.284208	734384.083333
1002731	ALCOHOL	34.020194	-118.285760	734390.925000
1002747	ALCOHOL	34.030967	-118.290465	734392.040278
1002782	ALCOHOL	34.026672	-118.284165	734393.847222
1002812	PROPERTY	34.061416	-118.204854	734395.729167
1002818	ALCOHOL	34.013841	-118.282965	734392.800694
1503642	THEFT-GRAND	34.023890	-118.288746	736220.510417
1503653	DISORDERLY CONDUCT	34.029263	-118.284935	736223.040278
1503662	THEFT-GRAND	34.023218	-118.289656	736223.354167
1503693	VANDALISM	34.025182	-118.282720	736222.500000
1503704	THEFT-GRAND	34.032136	-118.280697	736222.791667
1503723	THEFT-GRAND	34.023890	-118.288746	736225.715278
1503733	VANDALISM	34.028537	-118.289701	736225.875000
1503781	VANDALISM	34.030437	-118.286750	736228.416667
1503782	VANDALISM	34.024309	-118.281380	736228.534722
1503838	VANDALISM	34.057861	-118.204771	736229.854167
1503847	VANDALISM	34.023991	-118.286299	736231.392361
1503885	VANDALISM	34.022408	-118.291014	736233.333333
1503899	FRAUD	34.021447	-118.281706	736204.583333
1503928	DISORDERLY CONDUCT	34.029528	-118.282313	736235.927083
1503934	THEFT-GRAND	34.018723	-118.285236	736236.583333
1503966	DISORDERLY CONDUCT	34.027210	-118.279660	736237.909722
1504051	THEFT-GRAND	34.022181	-118.284466	736242.291667
1504088	THEFT-GRAND	34.061416	-118.204854	736191.291667
1504090	THEFT-GRAND	34.021935	-118.280085	736240.166667
1504125	THEFT-GRAND	34.021935	-118.280085	736246.517361
1504133	THEFT-GRAND	34.027390	-118.280440	736247.015972
1504177	THEFT-GRAND	34.027390	-118.280440	736246.993056
1504209	THEFT-GRAND	34.018718	-118.284338	736249.659722
1504215	VANDALISM	34.021156	-118.292404	736250.041667
1504225	THEFT-GRAND	34.019555	-118.288762	736251.461806
1504252	THEFT-GRAND	34.032379	-118.280529	736251.708333
1504301	THEFT-GRAND	34.029660	-118.281250	736229.333333
1504302	THEFT-GRAND	34.021364	-118.286433	736255.608333
1504315	FRAUD	34.019996	-118.286846	736256.531250
1504320	VANDALISM	34.022951	-118.285092	736253.750000
1504348	FRAUD	0.000000	-0.000000	736257.625000
1504354	VANDALISM	34.023081	-118.293808	736259.343750
1504360	THEFT-GRAND	34.021935	-118.280085	736257.500000
1504364	THEFT-GRAND	34.019124	-118.287976	736258.625000
1504367	VANDALISM	34.021103	-118.281659	736258.833333
1504370	VANDALISM	34.030426	-118.281857	736260.043056
1504373	DISORDERLY CONDUCT	34.028954	-118.278704	736260.027778
1504379	THEFT-GRAND	34.026670	-118.278900	736256.791667
1504428	VANDALISM	34.022083	-118.281584	736262.687500
1504455	THEFT-GRAND	34.022951	-118.285092	736263.659722
1504469	THEFT-GRAND	34.060919	-118.204889	736260.395833
1504574	THEFT-GRAND	34.026870	-118.279030	736271.416667
1504613	THEFT-GRAND	34.022083	-118.281584	736257.958333
1504651	VANDALISM	34.028190	-118.281950	736276.104167
1504655	BURGLARY	34.027363	-118.287432	736276.097222
1504664	VANDALISM	34.019288	-118.286337	736277.203472
1504675	THEFT-GRAND	34.028290	-118.282594	736275.791667
1504682	THEFT-GRAND	34.027060	-118.279760	736275.750000
1504716	FRAUD	34.060762	-118.205804	736273.687500
1504739	THEFT-GRAND	34.023417	-118.287817	736277.593750
1504770	THEFT-GRAND	34.029534	-118.280896	736281.718750
1504782	VANDALISM	34.019742	-118.277213	736283.583333
1504812	VANDALISM	0.000000	-0.000000	736284.530556
1504832	FRAUD	34.031454	-118.282056	736286.541667
1504851	THEFT-GRAND	34.025570	-118.279110	736287.812500
1504887	VANDALISM	34.024789	-118.289427	736290.479167
1504932	BURGLARY	34.020137	-118.295435	736293.520833
1504934	THEFT-GRAND	34.023991	-118.286299	736288.645833
1504977	THEFT-GRAND	34.029550	-118.281460	736298.361111
1505035	VANDALISM	34.024146	-118.293808	736298.712500
1505043	VANDALISM	34.022071	-118.293815	736299.500000
1505046	THEFT-GRAND	34.021103	-118.281659	736299.857639
1505096	THEFT-GRAND	34.117195	-118.290978	736303.895833
1505129	FRAUD	0.000000	-0.000000	736305.385417
1505163	THEFT-GRAND	34.023890	-118.288746	736307.927083
1505183	THEFT-GRAND	34.023890	-118.288746	736309.812500
1505188	VANDALISM	34.022083	-118.281584	736310.576389
1505215	VANDALISM	34.019742	-118.277213	736313.444444
1505253	THEFT-GRAND	34.029660	-118.281250	736312.781250
1505257	VANDALISM	34.025630	-118.279810	736317.067361
1505265	BURGLARY	34.032663	-118.286861	736317.958333
1505266	BURGLARY	34.031155	-118.283833	736318.944444
1505294	VANDALISM	34.062052	-118.201433	736321.729167
1600001	BURGLARY	34.027490	-118.286680	736330.173611
1600032	VANDALISM	34.032937	-118.290727	736334.541667
1600045	VANDALISM	34.025494	-118.294837	736337.468056
1600065	VANDALISM	34.029258	-118.285038	736339.636111
1600101	VANDALISM	34.018303	-118.283409	736340.666667
1600130	VANDALISM	34.025494	-118.294837	736343.958333
1600134	FRAUD	34.028790	-118.283423	736344.029861
1600164	VANDALISM	34.087367	-118.217482	736344.708333
1600185	THEFT-GRAND	34.022994	-118.285608	736287.541667
1600190	VANDALISM	34.019293	-118.294908	736348.682639
1600241	THEFT-GRAND	34.024044	-118.285626	736349.583333
1600277	VANDALISM	34.018723	-118.285236	736354.375000
1600298	DISORDERLY CONDUCT	0.000000	-0.000000	736354.895833
1600314	VANDALISM	34.023370	-118.274263	736356.590278
1600319	VANDALISM	34.021111	-118.284830	736356.736111
1600322	VANDALISM	34.021945	-118.283807	736357.502083
1600343	THEFT-GRAND	34.023991	-118.286299	736358.745139
1600374	BURGLARY	34.025683	-118.281655	736361.519444
1600388	BURGLARY	34.025683	-118.281655	736361.517361
1600417	THEFT-GRAND	34.021364	-118.286433	736363.375000
1600470	THEFT-GRAND	34.021765	-118.282861	736366.886806
1600493	THEFT-GRAND	34.018818	-118.287424	736366.791667
1600525	THEFT-GRAND	34.012935	-118.257468	736370.319444
1600549	VANDALISM	34.025494	-118.294837	736371.517361
1600565	VANDALISM	34.022083	-118.281584	736372.361111
1600594	BURGLARY	34.033228	-118.279940	736375.142361
1600606	THEFT-GRAND	34.060919	-118.204889	736372.604167
1600611	THEFT-GRAND	34.021301	-118.288016	736374.833333
1600649	VANDALISM	34.019742	-118.277213	736377.988889
1600661	THEFT-GRAND	34.026630	-118.278490	736376.791667
1600675	THEFT-GRAND	34.062052	-118.201433	736379.375000
1600772	THEFT-GRAND	34.061416	-118.204854	736385.791667
1503150	SERVICE	34.032221	-118.288633	736198.364583
1503161	SERVICE	34.024044	-118.285626	736198.746528
1503167	SERVICE	34.022067	-118.288781	736198.819444
1503177	SERVICE	34.021124	-118.280948	736199.343750
1503180	SERVICE	34.062052	-118.201433	736199.496528
1503197	SERVICE	34.028440	-118.280744	736200.634028
1503225	SERVICE	34.021153	-118.283985	736201.597222
1503227	SERVICE	34.066581	-118.196010	736201.548611
1503241	SERVICE	34.022181	-118.284466	736202.383333
1503249	SERVICE	34.022237	-118.292357	736202.641667
1503263	SERVICE	34.062580	-118.202705	736203.442361
1503269	SERVICE	34.018818	-118.287424	736203.798611
1503280	SERVICE	34.062052	-118.201433	736204.417361
1503298	SERVICE	34.030426	-118.281857	736204.916667
1503347	SERVICE	34.031656	-118.290465	736208.200694
1503352	SERVICE	34.062052	-118.201433	736208.520139
1503369	SERVICE	34.090220	-118.212037	736209.229861
1503393	SERVICE	34.023317	-118.287512	736210.541667
1503398	SERVICE	34.021945	-118.283807	736210.826389
1503405	SERVICE	34.019351	-118.282112	736211.020833
1503410	SERVICE	34.062580	-118.202705	736211.458333
1503447	SERVICE	34.025683	-118.281655	736212.943750
1503448	SERVICE	34.027470	-118.280720	736212.992361
1503473	SERVICE	34.020194	-118.285760	736214.400694
1503476	SERVICE	34.021475	-118.282179	736214.791667
1503484	SERVICE	34.019871	-118.286099	736215.440972
1202643	PROPERTY	34.025182	-118.282720	735075.354167
1202654	PROPERTY	34.024789	-118.289427	735088.718750
1202668	PROPERTY	34.012760	-118.258941	735091.489583
1202741	PROPERTY	34.087367	-118.217482	735099.489583
1202745	PROPERTY	34.020289	-118.290330	735099.729167
1202758	PROPERTY	34.020289	-118.290330	735099.822917
1202765	PROPERTY	34.060845	-118.206386	735098.312500
1202790	EH&S	34.019183	-118.288847	735103.680556
1202794	PROPERTY	34.020659	-118.263666	735103.965278
1202839	PROPERTY	34.031314	-118.282834	735103.416667
1202842	EH&S	34.026267	-118.288365	735106.701389
1202862	PROPERTY	34.026267	-118.288365	735107.534722
1202912	EH&S	34.020230	-118.290650	735110.765972
1202934	PROPERTY	34.020407	-118.282071	735111.500000
1202975	PROPERTY	0.000000	-0.000000	735113.479167
1203005	PROPERTY	34.020289	-118.290330	735115.571528
1203028	OBSCENE ACTIVITY	34.023991	-118.286299	735116.333333
1203128	PROPERTY	34.024333	-118.283966	735119.333333
1203138	EH&S	34.025683	-118.281655	735120.011806
1203139	BATTERY	34.029550	-118.281460	735120.075694
1203197	SERVICE	0.000000	-0.000000	735122.747222
1203226	PROPERTY	34.062052	-118.201433	735124.375000
1203266	SERVICE	34.022181	-118.284466	735126.496528
1203311	DISORDERLY CONDUCT	34.019871	-118.286099	735129.489583
1203373	PROPERTY	34.019742	-118.277213	735132.152778
1203409	PROPERTY	34.028120	-118.279272	735133.748611
1203428	EH&S	34.019983	-118.282509	735134.713889
1203537	PROPERTY	34.026672	-118.284165	735139.354167
1203653	PROPERTY	34.019742	-118.277213	735146.145833
1203657	PROPERTY	34.024789	-118.289427	735146.270833
1203677	OBSCENE ACTIVITY	34.020407	-118.282071	735147.062500
1203682	OBSCENE ACTIVITY	34.027590	-118.280530	735134.958333
1203690	ROBBERY	34.018164	-118.293059	735147.447222
1203706	CRIMINAL THREATS	34.028379	-118.288222	735148.562500
1203708	EH&S	34.030426	-118.281857	735148.679167
1203711	EH&S	34.019698	-118.282058	735148.947917
1203714	BATTERY	34.028540	-118.282420	735149.037500
1203753	DISORDERLY CONDUCT	34.020289	-118.290330	734979.515278
1203768	DISORDERLY CONDUCT	0.000000	-0.000000	735152.418056
1203804	DISORDERLY CONDUCT	34.020289	-118.290330	735151.506944
1203806	PROPERTY	34.021153	-118.283985	735153.708333
1203856	PROPERTY	34.062580	-118.202705	735157.406250
1203863	PROPERTY	34.036348	-118.288219	735155.833333
1203878	PROPERTY	34.020598	-118.286592	735158.592361
1203926	PROPERTY	34.019500	-118.280089	735160.423611
1203927	PROPERTY	34.019500	-118.280089	735159.760417
1203972	PROPERTY	34.020407	-118.282071	735162.437500
1204013	PROPERTY	34.025060	-118.286461	735164.847222
1204014	EH&S	34.019122	-118.290751	735164.865972
1204046	EH&S	34.020965	-118.285538	735166.337500
1204110	DISORDERLY CONDUCT	34.020289	-118.290330	735154.419444
1204115	PROPERTY	34.024789	-118.289427	735168.291667
1204119	PROPERTY	34.019500	-118.280089	735168.395833
1204176	PROPERTY	34.020289	-118.290330	735171.708333
1204209	OBSCENE ACTIVITY	34.018855	-118.285768	735172.376389
1204278	PROPERTY	34.025646	-118.296234	735176.520833
1204298	EH&S	34.019122	-118.290751	735176.968750
1204322	CRIMINAL THREATS	34.025952	-118.284165	735175.635417
1204358	PROPERTY	34.062935	-118.201393	735179.394444
1204361	PROPERTY	34.030457	-118.289972	735179.458333
1204375	PROPERTY	34.028205	-118.284899	735179.458333
1204382	OBSCENE ACTIVITY	34.019247	-118.276105	735171.822917
1204423	THEFT-GRAND	34.026672	-118.284165	735183.593750
1204463	PROPERTY	34.022083	-118.281584	735185.333333
1204464	EH&S	34.019351	-118.282112	735185.934028
1204481	EH&S	34.028954	-118.278704	735186.822917
1204507	PROPERTY	34.018718	-118.284338	735125.375000
1204530	PROPERTY	34.020289	-118.290330	735188.531250
1204560	EH&S	34.019698	-118.282058	735190.915278
1204714	PROPERTY	34.018303	-118.283409	735201.656250
1204718	OBSCENE ACTIVITY	34.026363	-118.288034	735201.247222
1204724	PROPERTY	34.061104	-118.205596	735202.416667
1204728	PROPERTY	34.020289	-118.290330	735202.708333
1204731	PROPERTY	34.029534	-118.280896	735200.791667
1204734	THEFT-FRAUD	34.026450	-118.276710	735202.822917
1204748	PROPERTY	34.062935	-118.201393	735203.281250
1204773	PROPERTY	34.015637	-118.253445	735204.750000
1204792	PROPERTY	34.020407	-118.282071	735206.354167
1204793	EH&S	34.019274	-118.290295	735206.761806
1204814	PROPERTY	34.060845	-118.206386	735207.479167
1204822	PROPERTY	34.022083	-118.281584	735208.138889
1204824	DISORDERLY CONDUCT	34.020289	-118.290330	735168.409028
1204841	PROPERTY	34.020289	-118.290330	735208.333333
1204850	PROPERTY	34.023218	-118.289656	735209.291667
1204852	PROPERTY	34.026363	-118.288413	735208.854167
1204904	PROPERTY	34.020289	-118.290330	735202.708333
1204911	PROPERTY	34.021124	-118.280948	735212.861111
1204920	PROPERTY	34.025460	-118.278800	735211.791667
1204921	PROPERTY	34.062580	-118.202705	735210.281250
1204935	PROPERTY	34.022083	-118.281584	735213.354167
1204936	PROPERTY	34.060481	-118.204068	734848.459028
1204945	PROPERTY	34.022083	-118.281584	735214.489583
1204991	PROPERTY	34.020289	-118.290330	735217.708333
1205008	EH&S	34.028705	-118.288540	735218.763889
1205025	PROPERTY	34.024789	-118.289427	735220.541667
1205031	PROPERTY	34.065366	-118.195863	735220.739583
1205036	PROPERTY	34.062935	-118.201393	735221.608333
1205058	PROPERTY	34.062052	-118.201433	735223.333333
1205069	THEFT-GRAND	34.026672	-118.284165	735225.604167
1205070	THEFT-GRAND	34.026672	-118.284165	735225.739583
1205101	PROPERTY	34.028290	-118.282594	735216.875000
1205110	PROPERTY	34.023123	-118.290789	735233.486111
1205114	PROPERTY	34.012935	-118.257468	735233.895833
1300022	PROPERTY	34.028954	-118.278704	734872.041667
1300025	BURGLARY-MOTOR VEHICLE	0.000000	-0.000000	735236.416667
1300056	PROPERTY	34.021153	-118.283985	735242.774306
1300071	PROPERTY	34.020289	-118.290330	735244.375000
1300130	PROPERTY	34.020068	-118.289830	735248.725694
1300134	EH&S	34.024623	-118.287701	735248.916667
1300135	PROPERTY	34.020289	-118.290330	735248.638889
1300159	DISORDERLY CONDUCT	34.022181	-118.284466	735244.597222
1300189	PROPERTY	34.064830	-118.194347	734885.718750
1300193	PROPERTY	34.019742	-118.277213	735251.968750
1300210	PROPERTY	34.062935	-118.201393	735252.562500
1300239	PROPERTY	34.019288	-118.286337	735255.385417
1300240	PROPERTY	34.029475	-118.288965	735254.916667
1300259	PROPERTY	34.062399	-118.202007	735256.590278
1300267	PROPERTY	34.027433	-118.289265	735256.541667
1300268	EH&S	34.026267	-118.288365	735256.822917
1300271	PROPERTY	34.019742	-118.277213	735256.500000
1300281	PROPERTY	34.019871	-118.286099	735257.291667
1300310	PROPERTY	34.062580	-118.202705	735258.479167
1300325	PROPERTY	34.019571	-118.284886	735259.614583
1300336	EH&S	34.030295	-118.281556	735259.997917
1300358	PROPERTY	34.029748	-118.282129	735260.947917
1300395	PROPERTY	34.017202	-118.281064	735263.565972
1300399	DISORDERLY CONDUCT	34.025646	-118.296234	735263.750000
1300425	PROPERTY	34.020289	-118.290330	735264.854167
1300429	BURGLARY-MOTOR VEHICLE	34.024514	-118.276820	735265.038889
1300536	DISORDERLY CONDUCT	34.020289	-118.290330	735208.377778
1300540	OBSCENE ACTIVITY	34.019487	-118.289477	735271.409722
1300546	CRIMINAL THREATS	34.032928	-118.276850	735271.486111
1300553	DISORDERLY CONDUCT	34.024916	-118.288297	735272.497917
1300559	PROPERTY	34.042796	-118.284130	735272.760417
1300579	EH&S	34.026267	-118.288365	735273.634722
1300621	PROPERTY	34.062052	-118.201433	735276.815972
1300627	DISORDERLY CONDUCT	34.020289	-118.290330	735271.405556
1300628	PROPERTY	34.024789	-118.289427	735276.312500
1300636	PROPERTY	34.022628	-118.283844	735277.638889
1300654	PROPERTY	34.022083	-118.281584	735278.479167
1300676	PROPERTY	34.022004	-118.289737	735280.302083
1300700	OBSCENE ACTIVITY	34.062052	-118.201433	735281.708333
1300713	PROPERTY	34.018303	-118.283409	735283.270833
1300731	OBSCENE ACTIVITY	34.028886	-118.281301	735255.500000
1300734	EH&S	34.028135	-118.280852	735284.732639
1300756	DISORDERLY CONDUCT	34.023548	-118.288069	735277.379861
1300781	EH&S	34.019698	-118.282058	735287.975694
1300808	PROPERTY	34.026267	-118.288365	735290.437500
1300810	PROPERTY	34.060845	-118.206386	735286.645833
1300826	DISORDERLY CONDUCT	34.020289	-118.290330	735286.502083
1300828	PROPERTY	34.024789	-118.289427	735282.500000
1300832	OBSCENE ACTIVITY	34.027312	-118.277503	735082.649306
1300869	DISORDERLY CONDUCT	34.024268	-118.287553	735293.604167
1300916	EH&S	34.019698	-118.282058	735295.416667
1300991	HOMICIDE	34.021857	-118.300225	735298.833333
1300992	CRIMINAL THREATS	34.025494	-118.294837	735298.916667
1301009	DISORDERLY CONDUCT	34.020289	-118.290330	735291.402778
1301030	PROPERTY	34.020093	-118.287066	735301.517361
1301033	PROPERTY	34.027312	-118.277503	735296.958333
1301045	EH&S	34.028954	-118.278704	735302.077778
1301070	EH&S	34.030426	-118.281857	735304.015972
1301072	PROPERTY	34.030426	-118.281857	735304.135417
1301085	PROPERTY	34.023991	-118.286299	735304.770833
1301089	EH&S	34.026267	-118.288365	735304.795139
1301112	OBSCENE ACTIVITY	34.025494	-118.294837	735306.125694
1301113	DISORDERLY CONDUCT	0.000000	-0.000000	735306.500000
1301124	EH&S	34.020084	-118.287123	735306.763889
1301127	DISORDERLY CONDUCT	0.000000	-0.000000	735307.451389
1301139	EH&S	34.020084	-118.287123	735307.795139
1301167	PROPERTY	34.024493	-118.280704	735309.635417
1301183	PROPERTY	34.063762	-118.201545	735308.250000
1301184	EH&S	34.019288	-118.286337	735311.312500
1301204	OBSCENE ACTIVITY	34.021913	-118.289572	735311.666667
1301254	DISORDERLY CONDUCT	34.024268	-118.287553	735318.593750
1301272	PROPERTY	34.029779	-118.288965	735319.510417
1301297	OBSCENE ACTIVITY	34.027920	-118.281650	734827.670833
1301320	DISORDERLY CONDUCT	34.020289	-118.290330	735300.509028
1301323	PROPERTY	34.064000	-118.189223	735322.468750
1301329	OBSCENE ACTIVITY	34.021153	-118.283985	735321.645833
1301367	PROPERTY	34.012760	-118.258941	735325.673611
1301368	THEFT-FRAUD	34.024037	-118.284208	735325.722222
1301410	DISORDERLY CONDUCT	0.000000	-0.000000	735328.479167
1301450	THEFT-FRAUD	34.024037	-118.284208	735331.095833
1301461	PROPERTY	34.020407	-118.282071	735331.354167
1301467	DISORDERLY CONDUCT	34.020289	-118.290330	735322.508333
1301480	OBSCENE ACTIVITY	34.031241	-118.287714	735332.950694
1301485	DISORDERLY CONDUCT	34.020289	-118.290330	735332.515972
1301495	PROPERTY	34.031131	-118.288965	735333.500000
1301528	PROPERTY	34.062935	-118.201393	735334.847222
1301541	CRIMINAL THREATS	0.000000	-0.000000	735335.493056
1301547	PROPERTY	34.024333	-118.283966	735335.892361
1301593	BURGLARY-MOTOR VEHICLE	34.031806	-118.280051	735338.758333
1301615	DISORDERLY CONDUCT	34.020289	-118.290330	735333.516667
1301642	PROPERTY	34.021790	-118.289413	735342.437500
1301649	PROPERTY	34.025182	-118.282720	735342.458333
1301662	PROPERTY	34.020407	-118.282071	735343.375000
1301664	PROPERTY	34.031863	-118.290133	735342.541667
1301695	EH&S	34.020747	-118.281181	735345.523611
1301700	PROPERTY	34.021364	-118.286433	735345.750000
1301752	DISORDERLY CONDUCT	0.000000	-0.000000	735348.440972
1301753	DISORDERLY CONDUCT	0.000000	-0.000000	735347.354167
1301754	DISORDERLY CONDUCT	0.000000	-0.000000	735348.437500
1301764	DISORDERLY CONDUCT	34.020289	-118.290330	735340.409722
1301772	PROPERTY	34.025524	-118.287581	735350.083333
1301800	PROPERTY	34.019742	-118.277213	735351.125000
1301806	PROPERTY	34.025683	-118.281655	735352.152083
1301828	BURGLARY-MOTOR VEHICLE	34.019742	-118.277213	735354.041667
1301837	PROPERTY	0.000000	-0.000000	735354.572917
1301852	DISORDERLY CONDUCT	34.020289	-118.290330	735349.495139
1301859	OBSCENE ACTIVITY	34.018831	-118.289536	735355.934028
1301863	PROPERTY	34.066581	-118.196010	735356.284722
1301872	PROPERTY	0.000000	-0.000000	735356.854167
1301897	EH&S	34.019122	-118.290751	735357.944444
1301916	PROPERTY	34.031454	-118.282056	735356.791667
1301922	PROPERTY	34.063067	-118.204029	735357.645833
1301946	DISORDERLY CONDUCT	34.020289	-118.290330	735355.389583
1301954	PROPERTY	34.020289	-118.290330	735362.937500
1301996	PROPERTY	34.018665	-118.286794	735365.996528
1302041	PROPERTY	34.019500	-118.280089	735367.791667
1302103	BURGLARY-MOTOR VEHICLE	34.024514	-118.276820	735372.781250
1302115	PROPERTY	34.025683	-118.281655	735374.501389
1302125	PROPERTY	34.064421	-118.202333	735375.298611
1302157	PROPERTY	34.019742	-118.277213	735377.708333
1302167	BURGLARY-MOTOR VEHICLE	34.026920	-118.276101	735379.041667
1302168	EH&S	34.019288	-118.286337	735380.647917
1302181	DISORDERLY CONDUCT	34.020289	-118.290330	735362.488194
1302185	PROPERTY	34.062935	-118.201393	735381.270833
1302193	EH&S	34.061578	-118.203433	735382.681944
1302194	PROPERTY	34.026672	-118.284165	735382.326389
1302221	PROPERTY	34.062052	-118.201433	735385.413194
1302244	PROPERTY	34.025570	-118.279110	735386.833333
1302255	PROPERTY	34.023890	-118.288746	735383.583333
1302305	PROPERTY	34.018303	-118.283409	735393.583333
1302331	PROPERTY	34.023081	-118.293808	735395.375000
1302343	DISORDERLY CONDUCT	34.019871	-118.286099	735382.520139
1302401	EH&S	34.019122	-118.290751	735402.909722
1302420	CRIMINAL THREATS	34.062052	-118.201433	735403.541667
1302442	DISORDERLY CONDUCT	34.020289	-118.290330	735382.520833
1302449	PROPERTY	34.019500	-118.280089	735405.833333
1302456	PROPERTY	34.019500	-118.280089	735404.791667
1302459	BATTERY	34.028290	-118.282594	735407.062500
1302480	CRIMINAL THREATS	34.021461	-118.288965	735408.647917
1302481	PROPERTY	34.020407	-118.282071	735409.569444
1302533	PROPERTY	34.020289	-118.290330	735411.642361
1302591	OBSCENE ACTIVITY	34.022609	-118.283132	735417.458333
1302654	OBSCENE ACTIVITY	34.018718	-118.284338	735424.493056
1302769	OBSCENE ACTIVITY	34.020093	-118.287066	735305.541667
1302785	EH&S	34.020289	-118.290330	735435.342361
1302801	PROPERTY	34.018723	-118.285236	735434.715278
1302814	PROPERTY	34.020407	-118.282071	735434.340278
1302824	CRIMINAL THREATS	0.000000	-0.000000	735436.270833
1302832	PROPERTY	34.024623	-118.287701	735439.118056
1302837	CRIMINAL THREATS	34.027418	-118.288220	735439.763194
1302839	BATTERY	34.021765	-118.282861	735439.829861
1302844	PROPERTY	34.020289	-118.290330	735439.729167
1302878	PROPERTY	34.020289	-118.290330	735325.729167
1302902	PROPERTY	34.021817	-118.279977	735446.686111
1302934	PROPERTY	34.024333	-118.283966	735449.604167
